gene_id	gene_name	longest_transcript_exon_length
ENSMUSG00000089883.1	Gm3355	487
ENSMUSG00000115221.1	Gm49121	1235
ENSMUSG00000067941.5	Gm7168	1603
ENSMUSG00000101307.2	Gm7356	2217
ENSMUSG00000101361.2	Gm7358	1603
ENSMUSG00000099476.1	4930488N24Rik	1527
ENSMUSG00000117280.1	Gm49903	430
ENSMUSG00000048826.7	Dact2	3250
ENSMUSG00000117185.1	Gm34510	605
ENSMUSG00000117254.1	Gm34567	2965
ENSMUSG00000023886.10	Smoc2	3972
ENSMUSG00000117328.1	4930474M22Rik	607
ENSMUSG00000116688.2	Gm49720	457
ENSMUSG00000116801.1	Gm38551	1581
ENSMUSG00000023885.9	Thbs2	5895
ENSMUSG00000079311.1	Gm3222	990
ENSMUSG00000089053.1	Gm23352	64
ENSMUSG00000046991.12	Wdr27	3147
ENSMUSG00000092577.1	Gm7393	739
ENSMUSG00000050088.9	1600012H06Rik	2523
ENSMUSG00000023883.13	Phf10	3901
ENSMUSG00000116780.1	Gm3417	712
ENSMUSG00000116953.1	9030025P20Rik	2909
ENSMUSG00000079710.10	Gm3448	2253
ENSMUSG00000116895.1	Gm3435	1684
ENSMUSG00000079707.10	Tcte3	720
ENSMUSG00000036552.19	Ermard	2535
ENSMUSG00000116655.1	Gm35455	2165
ENSMUSG00000097624.2	Gm5091	1218
ENSMUSG00000116851.1	Gm35576	7529
ENSMUSG00000116647.1	Gm7423	451
ENSMUSG00000014773.13	Dll1	3581
ENSMUSG00000097566.1	A930024N18Rik	3955
ENSMUSG00000014763.8	Fam120b	5787
ENSMUSG00000116718.1	Gm49668	1843
ENSMUSG00000116985.1	Gm49669	356
ENSMUSG00000014769.10	Psmb1	1970
ENSMUSG00000014767.17	Tbp	12794
ENSMUSG00000014771.13	Pdcd2	1924
ENSMUSG00000116949.1	Gm7177	1640
ENSMUSG00000051977.16	Prdm9	3460
ENSMUSG00000116950.1	Gm18564	2048
ENSMUSG00000095920.2	Gm6686	258
ENSMUSG00000116940.1	Gm7450	1153
ENSMUSG00000116550.1	Gm3507	521
ENSMUSG00000116924.1	4933401D09Rik	1327
ENSMUSG00000023852.14	Chd1	7916
ENSMUSG00000048027.9	Rgmb	5698
ENSMUSG00000116934.1	Gm3292	310
ENSMUSG00000096849.1	Gm25598	107
ENSMUSG00000116545.1	Eif3s6-ps3	1349
ENSMUSG00000116899.1	Gm49777	486
ENSMUSG00000116839.1	Gm49778	262
ENSMUSG00000116614.1	Gm46610	471
ENSMUSG00000116757.1	Gm4786	798
ENSMUSG00000116864.1	Gm3320	1031
ENSMUSG00000116944.1	Gm7477	664
ENSMUSG00000116804.1	Gm5223	1267
ENSMUSG00000116958.1	Gm6705	685
ENSMUSG00000116623.1	Gm49775	265
ENSMUSG00000116621.1	Gm7483	654
ENSMUSG00000060149.7	BC002059	1964
ENSMUSG00000096696.1	Zfp960	2667
ENSMUSG00000095990.1	Zfp97	2684
ENSMUSG00000116802.1	Gm5165	2194
ENSMUSG00000072761.10	Gm6712	526
ENSMUSG00000116590.1	AC154200.1	2755
ENSMUSG00000043801.7	Oaz1-ps	685
ENSMUSG00000116564.1	Riok2	3220
ENSMUSG00000097379.2	Gm26873	2529
ENSMUSG00000047786.12	Lix1	3116
ENSMUSG00000116532.1	Gm5232	602
ENSMUSG00000023845.7	Lnpep	12052
ENSMUSG00000116796.1	Gm49784	1094
ENSMUSG00000116818.1	Gm7513	1063
ENSMUSG00000116892.1	Gm49787	1981
ENSMUSG00000092120.2	Vmn2r90	3775
ENSMUSG00000084605.1	Gm23837	286
ENSMUSG00000080316.11	Spaca6	4074
ENSMUSG00000065396.1	Mir99b	70
ENSMUSG00000092799.1	Gm25927	117
ENSMUSG00000105758.1	Mirlet7e	93
ENSMUSG00000065479.2	Mir125a	68
ENSMUSG00000003665.7	Has1	3541
ENSMUSG00000045551.7	Fpr1	1324
ENSMUSG00000052270.7	Fpr2	1133
ENSMUSG00000079700.7	Fpr3	1268
ENSMUSG00000116634.1	Gm7531	727
ENSMUSG00000090957.2	Gm7535	1777
ENSMUSG00000116661.1	Gm5966	1033
ENSMUSG00000116963.1	Gm5966	1044
ENSMUSG00000116932.1	Fpr-rs5	967
ENSMUSG00000048062.4	Fpr-rs4	972
ENSMUSG00000094396.3	Vmn2r124	14813
ENSMUSG00000091206.2	Vmn2r91	2737
ENSMUSG00000091350.2	Vmn2r92	6334
ENSMUSG00000090417.4	Vmn2r94	9423
ENSMUSG00000079698.7	Vmn2r93	8229
ENSMUSG00000091631.2	Vmn2r95	11145
ENSMUSG00000117305.1	Gm49963	123
ENSMUSG00000093775.2	Vmn2r-ps114	773
ENSMUSG00000091679.9	Vmn2r96	6372
ENSMUSG00000116837.2	Vmn2r-ps115	1976
ENSMUSG00000093602.2	Vmn2r-ps116	206
ENSMUSG00000093531.3	Vmn2r-ps117	5501
ENSMUSG00000091491.2	Vmn2r97	12624
ENSMUSG00000093607.1	Vmn2r-ps118	908
ENSMUSG00000096717.2	Vmn2r98	3707
ENSMUSG00000093533.3	Vmn2r-ps119	2573
ENSMUSG00000116587.1	Gm49753	710
ENSMUSG00000116670.1	Gm49752	630
ENSMUSG00000093776.1	Vmn2r-ps120	2409
ENSMUSG00000090304.4	Vmn2r99	9392
ENSMUSG00000116984.1	4930549P19Rik	2172
ENSMUSG00000093627.2	Vmn2r-ps121	899
ENSMUSG00000091859.2	Vmn2r100	5803
ENSMUSG00000094892.2	Vmn2r101	6509
ENSMUSG00000095961.2	Vmn2r102	17430
ENSMUSG00000093592.1	Vmn2r-ps122	906
ENSMUSG00000091771.1	Vmn2r103	2571
ENSMUSG00000093426.1	Vmn2r-ps123	2410
ENSMUSG00000093642.1	Vmn2r-ps124	903
ENSMUSG00000093711.1	Vmn2r-ps125	931
ENSMUSG00000090315.2	Vmn2r104	11594
ENSMUSG00000117099.1	Gm3547	245
ENSMUSG00000093401.2	Vmn2r-ps126	1310
ENSMUSG00000071276.1	Fpr-rs7	1017
ENSMUSG00000117169.2	Vmn1r-ps139	800
ENSMUSG00000071275.1	Fpr-rs6	1020
ENSMUSG00000117068.2	Vmn1r-ps140	9960
ENSMUSG00000091670.2	Vmn2r105	9899
ENSMUSG00000091656.2	Vmn2r106	3492
ENSMUSG00000093469.1	Vmn2r-ps127	1029
ENSMUSG00000056910.5	Vmn2r107	10291
ENSMUSG00000117018.1	Gm7217	609
ENSMUSG00000093729.1	Vmn1r-ps141	753
ENSMUSG00000091151.2	Vmn1r224	6922
ENSMUSG00000093705.1	Vmn1r-ps142	852
ENSMUSG00000093454.1	Vmn1r-ps143	604
ENSMUSG00000091805.2	Vmn2r108	8709
ENSMUSG00000043537.2	Vmn1r225	3986
ENSMUSG00000090572.2	Vmn2r109	3125
ENSMUSG00000091259.2	Vmn2r110	9104
ENSMUSG00000071273.4	Gm5145	830
ENSMUSG00000060701.1	Fpr-rs3	1032
ENSMUSG00000117295.1	Gm5492	510
ENSMUSG00000042848.4	Vmn1r226	6084
ENSMUSG00000067951.5	Vmn1r227	6616
ENSMUSG00000060245.5	Vmn1r228	3786
ENSMUSG00000117148.1	Vmn1r229	12010
ENSMUSG00000045417.2	Vmn1r230	8172
ENSMUSG00000050933.4	Vmn1r231	2523
ENSMUSG00000116974.1	Gm49761	658
ENSMUSG00000062165.3	Vmn1r232	1841
ENSMUSG00000067949.5	Vmn1r-ps144	4904
ENSMUSG00000007564.15	Ppp2r1a	2410
ENSMUSG00000093429.1	Vmn1r-ps145	424
ENSMUSG00000045575.2	Vmn1r233	5317
ENSMUSG00000067942.6	Zfp160	3800
ENSMUSG00000101511.1	Gm5681	1533
ENSMUSG00000093453.1	Vmn1r-ps146	525
ENSMUSG00000102080.2	Gm5092	1675
ENSMUSG00000091550.1	Gm6811	1533
ENSMUSG00000096857.1	Gm7732	1527
ENSMUSG00000094582.1	Gm7736	1527
ENSMUSG00000100191.1	Gm7740	1527
ENSMUSG00000095963.1	Gm7742	1527
ENSMUSG00000093788.2	Vmn1r-ps147	658
ENSMUSG00000057203.3	Vmn1r234	8179
ENSMUSG00000093648.1	Vmn1r-ps148	455
ENSMUSG00000050102.6	Vmn1r235	3390
ENSMUSG00000093449.1	Vmn1r-ps149	183
ENSMUSG00000054142.5	Vmn1r236	7573
ENSMUSG00000076137.1	Gm26384	110
ENSMUSG00000058030.5	Vmn1r237	2970
ENSMUSG00000079693.3	Vmn1r-ps150	736
ENSMUSG00000116768.1	Gm18269	1656
ENSMUSG00000062743.9	Zfp677	2917
ENSMUSG00000116633.1	Gm18519	1040
ENSMUSG00000116771.1	Gm49691	1156
ENSMUSG00000023882.15	Zfp54	2832
ENSMUSG00000023892.8	Zfp51	2574
ENSMUSG00000097759.1	Gm26753	2731
ENSMUSG00000057409.7	Zfp53	3065
ENSMUSG00000117037.1	CT010433.1	1507
ENSMUSG00000097781.1	9330136K24Rik	2478
ENSMUSG00000051341.6	Zfp52	3164
ENSMUSG00000067931.6	Zfp948	2652
ENSMUSG00000117209.1	Gm49954	211
ENSMUSG00000117013.1	Gm30531	2354
ENSMUSG00000117070.1	Gm41541	464
ENSMUSG00000035868.9	Zfp983	4354
ENSMUSG00000073448.2	Gm10509	843
ENSMUSG00000067929.3	Gm10226	255
ENSMUSG00000067928.6	Zfp760	4209
ENSMUSG00000061544.13	Zfp229	4525
ENSMUSG00000117056.1	Gm18270	1560
ENSMUSG00000049202.5	4930515G13Rik	492
ENSMUSG00000047189.3	Gm9818	255
ENSMUSG00000069743.5	Zfp820	3686
ENSMUSG00000078546.8	Zfp995	2221
ENSMUSG00000117049.1	Gm6540	969
ENSMUSG00000071267.11	Zfp942	3265
ENSMUSG00000053347.15	Zfp943	2741
ENSMUSG00000086004.1	Gm7805	448
ENSMUSG00000099397.1	Gm7809	742
ENSMUSG00000117025.1	Gm49950	308
ENSMUSG00000040775.6	Gm9772	1606
ENSMUSG00000092147.1	Gm7052	1512
ENSMUSG00000117234.1	Gm7818	1756
ENSMUSG00000063383.5	Zfp947	2872
ENSMUSG00000117252.1	Gm9514	1345
ENSMUSG00000096433.2	Zfp994	4882
ENSMUSG00000117284.1	Gm7072	3474
ENSMUSG00000117164.1	Gm49951	1139
ENSMUSG00000033972.9	Zfp944	2784
ENSMUSG00000044501.17	Zfp758	2973
ENSMUSG00000071266.13	Zfp946	2935
ENSMUSG00000117058.1	Gm49955	150
ENSMUSG00000117094.1	Gm49956	196
ENSMUSG00000117259.1	Gm19012	787
ENSMUSG00000095093.2	Vmn2r111	7178
ENSMUSG00000094921.2	Vmn2r112	9615
ENSMUSG00000117055.1	Gm9805	1733
ENSMUSG00000117183.1	Gm20008	2370
ENSMUSG00000098210.1	Gm5224	350
ENSMUSG00000098164.2	Gm5493	1951
ENSMUSG00000117333.1	Gm16386	1533
ENSMUSG00000096975.1	Gm16386	1423
ENSMUSG00000059142.16	Zfp945	6618
ENSMUSG00000117002.1	Gm32892	516
ENSMUSG00000117141.1	Gm18214	1882
ENSMUSG00000090355.3	Vmn2r-ps128	2570
ENSMUSG00000092111.2	Vmn2r113	17381
ENSMUSG00000094752.1	Vmn2r-ps129	2568
ENSMUSG00000093433.1	Gm18415	647
ENSMUSG00000093564.1	Gm18396	361
ENSMUSG00000095658.2	Vmn2r-ps130	7708
ENSMUSG00000093703.1	Gm18397	587
ENSMUSG00000093685.1	Gm18416	1003
ENSMUSG00000096429.1	Vmn2r-ps131	1046
ENSMUSG00000093714.1	Vmn2r-ps132	651
ENSMUSG00000002617.14	Zfp40	4103
ENSMUSG00000093493.1	Vmn2r-ps133	2569
ENSMUSG00000091945.2	Vmn2r114	13307
ENSMUSG00000091076.2	Vmn2r115	14134
ENSMUSG00000090966.2	Vmn2r116	6672
ENSMUSG00000117159.1	Gm49952	238
ENSMUSG00000096270.1	Vmn2r-ps134	1046
ENSMUSG00000091407.2	Vmn2r117	7579
ENSMUSG00000109027.1	Olfr752-ps1	1141
ENSMUSG00000117154.1	Gm7898	331
ENSMUSG00000117322.1	6330415G19Rik	1624
ENSMUSG00000067882.14	Casp16	1477
ENSMUSG00000071256.4	Zfp213	2686
ENSMUSG00000097517.1	Gm26695	1251
ENSMUSG00000115842.1	Gm49092	936
ENSMUSG00000062012.14	Zfp13	2139
ENSMUSG00000023902.18	Zscan10	2698
ENSMUSG00000117059.1	Gm7912	995
ENSMUSG00000023903.8	Mmp25	4528
ENSMUSG00000117108.1	Gm49935	144
ENSMUSG00000117258.1	Gm7773	315
ENSMUSG00000043782.9	Bicdl2	1990
ENSMUSG00000041319.14	Thoc6	1673
ENSMUSG00000023904.10	Hcfc1r1	946
ENSMUSG00000023905.15	Tnfrsf12a	984
ENSMUSG00000023906.3	Cldn6	1622
ENSMUSG00000066720.7	Cldn9	1443
ENSMUSG00000043747.12	1520401A03Rik	3726
ENSMUSG00000023908.8	Pkmyt1	2902
ENSMUSG00000023909.4	Paqr4	2575
ENSMUSG00000040680.9	Kremen2	2123
ENSMUSG00000097006.7	9530082P21Rik	3162
ENSMUSG00000040097.16	Flywch1	2943
ENSMUSG00000115692.1	Gm49163	705
ENSMUSG00000086719.1	Gm16275	712
ENSMUSG00000023911.12	Flywch2	891
ENSMUSG00000039218.17	Srrm2	8864
ENSMUSG00000117219.1	Gm49911	287
ENSMUSG00000092981.1	Mir5125	79
ENSMUSG00000055839.6	Elob	581
ENSMUSG00000049620.9	Prss33	1373
ENSMUSG00000024114.15	Prss41	1799
ENSMUSG00000048992.9	Prss32	1689
ENSMUSG00000089697.1	Gm15947	2742
ENSMUSG00000024116.6	Prss21	1601
ENSMUSG00000096445.1	Dcpp1	617
ENSMUSG00000096278.8	Dcpp2	689
ENSMUSG00000117527.1	Gm50058	843
ENSMUSG00000117400.1	Gm50057	1422
ENSMUSG00000117488.1	Gm41545	424
ENSMUSG00000117403.1	Gm50059	808
ENSMUSG00000057417.7	Dcpp3	678
ENSMUSG00000024128.13	Sbp	1002
ENSMUSG00000024125.2	Sbpl	878
ENSMUSG00000024124.10	Prss30	1511
ENSMUSG00000045027.7	Prss22	1324
ENSMUSG00000117580.1	Gm50066	405
ENSMUSG00000098964.1	Gm27700	81
ENSMUSG00000077184.1	Gm25092	129
ENSMUSG00000095266.2	Gm5225	508
ENSMUSG00000050762.5	Prss27	1253
ENSMUSG00000016946.6	Kctd5	2443
ENSMUSG00000024122.16	Pdpk1	7161
ENSMUSG00000117523.1	Gm50071	567
ENSMUSG00000117557.1	Gm50070	1212
ENSMUSG00000036820.12	Amdhd2	1651
ENSMUSG00000024121.13	Atp6v0c	2567
ENSMUSG00000036473.16	Tbc1d24	7683
ENSMUSG00000117406.1	Ntn3	5038
ENSMUSG00000085185.10	BC028777	912
ENSMUSG00000024118.14	Tedc2	2166
ENSMUSG00000072082.7	Ccnf	4133
ENSMUSG00000093270.1	Mir5134	78
ENSMUSG00000099123.1	Mir6965	64
ENSMUSG00000035435.17	Abca17	5317
ENSMUSG00000094175.1	Gm24427	121
ENSMUSG00000024130.16	Abca3	6476
ENSMUSG00000095396.1	Gm25618	107
ENSMUSG00000073437.10	D330041H03Rik	1998
ENSMUSG00000034681.17	Rnps1	2106
ENSMUSG00000024132.6	Eci1	1137
ENSMUSG00000024136.14	Dnase1l2	1921
ENSMUSG00000024137.9	E4f1	2708
ENSMUSG00000043445.7	Pgp	2627
ENSMUSG00000024142.15	Mlst8	3855
ENSMUSG00000045744.10	Bricd5	997
ENSMUSG00000117487.1	Gm50062	567
ENSMUSG00000033597.9	Caskin1	5938
ENSMUSG00000052752.15	Traf7	3194
ENSMUSG00000079657.10	Rab26	1658
ENSMUSG00000093565.1	Rab26os	477
ENSMUSG00000064768.1	Snord60	78
ENSMUSG00000117423.1	Gm33508	1524
ENSMUSG00000032855.6	Pkd1	14164
ENSMUSG00000080342.1	Gm24589	94
ENSMUSG00000002496.10	Tsc2	6266
ENSMUSG00000041429.3	Nthl1	2084
ENSMUSG00000002504.15	Slc9a3r2	2136
ENSMUSG00000071230.6	Npw	638
ENSMUSG00000041130.10	Zfp598	3352
ENSMUSG00000007021.5	Syngr3	1965
ENSMUSG00000040888.10	Gfer	1776
ENSMUSG00000019320.14	Noxo1	2238
ENSMUSG00000040688.16	Tbl3	5226
ENSMUSG00000008482.9	Rnf151	1195
ENSMUSG00000044533.15	Rps2	1094
ENSMUSG00000090101.1	Snhg9	183
ENSMUSG00000089255.1	Snora78	128
ENSMUSG00000077709.1	Snora64	134
ENSMUSG00000040048.14	Ndufb10	834
ENSMUSG00000002500.15	Rpl3l	1375
ENSMUSG00000075705.12	Msrb1	1211
ENSMUSG00000039628.9	Hs3st6	1357
ENSMUSG00000117379.1	Gm50022	1170
ENSMUSG00000024155.8	Meiob	1774
ENSMUSG00000024158.17	Hagh	1191
ENSMUSG00000045316.5	Fahd1	1473
ENSMUSG00000046070.9	Igfals	2625
ENSMUSG00000039183.6	Nubp2	1502
ENSMUSG00000024160.16	Spsb3	2004
ENSMUSG00000073436.11	Eme2	5226
ENSMUSG00000024163.17	Mapk8ip3	7278
ENSMUSG00000038880.13	Mrps34	1884
ENSMUSG00000073435.10	Nme3	715
ENSMUSG00000024165.9	Jpt2	2672
ENSMUSG00000038002.9	Cramp1l	7674
ENSMUSG00000024169.16	Ift140	6942
ENSMUSG00000024168.8	Tmem204	1846
ENSMUSG00000024170.15	Telo2	4644
ENSMUSG00000044172.7	Ptx4	1582
ENSMUSG00000036636.10	Clcn7	4237
ENSMUSG00000059562.14	Ccdc154	2523
ENSMUSG00000114245.1	Gm38655	906
ENSMUSG00000067722.4	BC003965	3109
ENSMUSG00000015127.14	Unkl	4787
ENSMUSG00000035521.13	Gnptg	2249
ENSMUSG00000015126.9	Tsr3	1192
ENSMUSG00000047507.12	Baiap3	4645
ENSMUSG00000093202.2	Mir3547	88
ENSMUSG00000015120.15	Ube2i	2755
ENSMUSG00000056399.2	Prss34	1220
ENSMUSG00000088930.1	Gm25921	137
ENSMUSG00000024171.5	Prss28	1190
ENSMUSG00000034039.8	Prss29	1181
ENSMUSG00000098180.1	Gm5430	915
ENSMUSG00000117517.1	Gm50085	885
ENSMUSG00000024173.11	Tpsab1	1928
ENSMUSG00000033825.10	Tpsb2	1289
ENSMUSG00000033200.16	Tpsg1	1186
ENSMUSG00000024112.16	Cacna1h	8230
ENSMUSG00000024175.2	Tekt4	1536
ENSMUSG00000050824.12	Sstr5	2733
ENSMUSG00000117437.1	Gm33727	484
ENSMUSG00000117420.1	Gm50025	847
ENSMUSG00000117577.1	Gm33801	571
ENSMUSG00000117544.1	Rpsa-ps6	587
ENSMUSG00000117445.1	Gm50026	455
ENSMUSG00000024176.10	Sox8	3000
ENSMUSG00000091475.3	2810468N07Rik	1802
ENSMUSG00000002279.19	Lmf1	3863
ENSMUSG00000096451.1	Gm22645	107
ENSMUSG00000117791.1	AC134908.3	302
ENSMUSG00000118136.1	AC134908.5	671
ENSMUSG00000117657.1	AC134908.1	774
ENSMUSG00000025739.13	Gng13	719
ENSMUSG00000019214.14	Chtf18	3812
ENSMUSG00000041199.3	Rpusd1	1761
ENSMUSG00000041062.7	Mslnl	2626
ENSMUSG00000076274.1	Gm25083	92
ENSMUSG00000063011.7	Msln	2165
ENSMUSG00000117741.1	AC134908.2	186
ENSMUSG00000002280.11	Narfl	3016
ENSMUSG00000061046.9	Haghl	1790
ENSMUSG00000098329.1	Mir6966	72
ENSMUSG00000071202.5	Ccdc78	2118
ENSMUSG00000057411.9	Fam173a	1886
ENSMUSG00000118135.1	AC134908.4	757
ENSMUSG00000002274.13	Metrn	2751
ENSMUSG00000097518.1	Gm26694	1902
ENSMUSG00000025738.8	Fbxl16	3489
ENSMUSG00000025737.5	Wdr24	3139
ENSMUSG00000025736.15	Jmjd8	2268
ENSMUSG00000039615.9	Stub1	1803
ENSMUSG00000093076.1	Mir3082	64
ENSMUSG00000025735.13	Rhbdl1	1711
ENSMUSG00000093593.1	Gm20683	2790
ENSMUSG00000025733.17	Rhot2	3189
ENSMUSG00000073434.12	Wdr90	6195
ENSMUSG00000025732.6	Mcrip2	945
ENSMUSG00000025731.16	Mettl26	1243
ENSMUSG00000071192.6	Wfikkn1	2536
ENSMUSG00000025730.14	Rab40c	2900
ENSMUSG00000057580.4	Gm10012	372
ENSMUSG00000084862.1	Gm16278	2071
ENSMUSG00000025728.16	Pigq	3278
ENSMUSG00000090113.7	Nhlrc4	2142
ENSMUSG00000025727.8	A930017K11Rik	2539
ENSMUSG00000097405.1	D630044L22Rik	2964
ENSMUSG00000037326.10	Capn15	5216
ENSMUSG00000097523.2	1700022N22Rik	821
ENSMUSG00000037098.18	Rab11fip3	5383
ENSMUSG00000118105.1	AC140047.1	843
ENSMUSG00000036775.13	Decr2	2224
ENSMUSG00000024177.9	Nme4	1176
ENSMUSG00000049124.4	Gm8186	231
ENSMUSG00000024180.14	Tmem8	3464
ENSMUSG00000024181.9	Mrpl28	1134
ENSMUSG00000024182.16	Axin1	3777
ENSMUSG00000117374.1	Gm49983	436
ENSMUSG00000024184.15	Pdia2	1721
ENSMUSG00000073433.11	Arhgdig	1032
ENSMUSG00000024186.15	Rgs11	2703
ENSMUSG00000024187.15	Fam234a	3714
ENSMUSG00000088273.1	Gm23123	144
ENSMUSG00000117513.1	Gm3946	844
ENSMUSG00000117622.1	Gm20026	318
ENSMUSG00000117609.1	Gm50007	96
ENSMUSG00000024188.16	Luc7l	4934
ENSMUSG00000117596.1	Gm50013	456
ENSMUSG00000089764.2	Gm16580	1048
ENSMUSG00000084893.3	Hba-ps4	447
ENSMUSG00000117551.1	Gm50015	260
ENSMUSG00000034413.14	Neurl1b	6195
ENSMUSG00000118232.1	AC122252.3	2338
ENSMUSG00000118107.1	AC122252.2	2872
ENSMUSG00000024190.7	Dusp1	2313
ENSMUSG00000118368.1	AC122252.4	227
ENSMUSG00000118068.1	AC122252.1	746
ENSMUSG00000068604.4	Gm8225	879
ENSMUSG00000001576.15	Ergic1	3195
ENSMUSG00000094969.1	Gm22420	126
ENSMUSG00000091078.1	Gm17218	410
ENSMUSG00000015575.15	Atp6v0e	2812
ENSMUSG00000048249.14	Crebrf	7462
ENSMUSG00000024191.15	Bnip1	3443
ENSMUSG00000015579.5	Nkx2-5	1525
ENSMUSG00000078838.3	Gm17382	1600
ENSMUSG00000092539.2	Gm20468	1726
ENSMUSG00000117903.1	AC144621.1	153
ENSMUSG00000118147.1	AC144621.3	1130
ENSMUSG00000024301.10	Kifc5b	2631
ENSMUSG00000098586.1	Gm27775	58
ENSMUSG00000024193.8	Phf1	3142
ENSMUSG00000024194.16	Cuta	2748
ENSMUSG00000098510.1	Mir6968	68
ENSMUSG00000067629.13	Syngap1	6011
ENSMUSG00000093118.1	Mir3083	64
ENSMUSG00000079605.5	Zbtb9	3432
ENSMUSG00000117819.1	Ggnbp1	5012
ENSMUSG00000118007.1	AC144621.2	631
ENSMUSG00000048731.15	Ggnbp1	1605
ENSMUSG00000057789.14	Bak1	2387
ENSMUSG00000117799.1	AC132404.1	515
ENSMUSG00000042644.9	Itpr3	8990
ENSMUSG00000098826.1	Mir7677	67
ENSMUSG00000086898.1	Itpr3os	794
ENSMUSG00000024208.16	Uqcc2	649
ENSMUSG00000118010.1	AC132404.2	355
ENSMUSG00000024210.3	Ip6k3	2342
ENSMUSG00000044857.8	Lemd2	2808
ENSMUSG00000097090.1	Gm26724	1650
ENSMUSG00000117916.1	9630028I04Rik	2579
ENSMUSG00000117794.1	AC141882.1	1711
ENSMUSG00000116751.1	Gm49793	423
ENSMUSG00000105142.1	Mir7214	61
ENSMUSG00000073430.5	Gm10505	2218
ENSMUSG00000099237.1	Mir7216	76
ENSMUSG00000116692.1	Gm49795	733
ENSMUSG00000116879.1	Gm49794	13039
ENSMUSG00000106578.1	Mir7217	62
ENSMUSG00000106215.1	Mir7218	59
ENSMUSG00000116970.1	Gm49796	1075
ENSMUSG00000063239.17	Grm4	4607
ENSMUSG00000116682.1	Gm49789	499
ENSMUSG00000116568.1	Gm49790	398
ENSMUSG00000082177.2	Gm16005	272
ENSMUSG00000082741.2	Gm9703	346
ENSMUSG00000116657.1	Gm49774	10812
ENSMUSG00000116548.1	Gm49773	352
ENSMUSG00000046711.16	Hmga1	2001
ENSMUSG00000062753.14	AI413582	1204
ENSMUSG00000116884.1	C130040N14Rik	1111
ENSMUSG00000024213.14	Nudt3	2223
ENSMUSG00000117338.1	Gm49804	891
ENSMUSG00000116571.1	Gm49741	769
ENSMUSG00000052146.16	Rps10	887
ENSMUSG00000087387.2	Gm15420	388
ENSMUSG00000040276.15	Pacsin1	4566
ENSMUSG00000024215.14	Spdef	1921
ENSMUSG00000086485.2	Gm15458	709
ENSMUSG00000056692.13	Ilrun	3892
ENSMUSG00000080731.2	Rps2-ps9	823
ENSMUSG00000024217.10	Snrpc	6107
ENSMUSG00000039512.12	Uhrf1bp1	8634
ENSMUSG00000117161.1	Gm49803	334
ENSMUSG00000024218.13	Taf11	3457
ENSMUSG00000117216.1	Gm49801	547
ENSMUSG00000024219.16	Anks1	6846
ENSMUSG00000085846.1	Gm15597	1050
ENSMUSG00000117130.1	Gm49802	767
ENSMUSG00000117263.1	Gm35290	1298
ENSMUSG00000062859.15	Tcp11	1989
ENSMUSG00000085521.4	4930526A20Rik	1628
ENSMUSG00000117120.1	AC132460.1	496
ENSMUSG00000117189.1	Gm49897	479
ENSMUSG00000038677.14	Scube3	6876
ENSMUSG00000117171.1	C230013L11Rik	3026
ENSMUSG00000024220.14	Zfp523	4609
ENSMUSG00000002257.8	Def6	2277
ENSMUSG00000117028.1	Gm49874	1064
ENSMUSG00000002250.16	Ppard	3726
ENSMUSG00000007570.16	Fance	2193
ENSMUSG00000117027.1	Gm49886	771
ENSMUSG00000117303.1	Gm49889	1569
ENSMUSG00000037805.15	Rpl10a	1618
ENSMUSG00000002249.21	Tead3	3443
ENSMUSG00000037446.14	Tulp1	2179
ENSMUSG00000024222.17	Fkbp5	3858
ENSMUSG00000117313.1	Gm49838	1708
ENSMUSG00000117084.1	Gm22146	2191
ENSMUSG00000088022.1	Gm49799	288
ENSMUSG00000117294.1	Gm49839	3612
ENSMUSG00000117304.1	Gm49861	243
ENSMUSG00000097714.1	Gm20109	671
ENSMUSG00000066170.7	E230001N04Rik	2679
ENSMUSG00000095947.1	Gm25195	126
ENSMUSG00000117131.1	Gm41506	961
ENSMUSG00000024223.3	Armc12	1304
ENSMUSG00000024224.5	Clpsl2	522
ENSMUSG00000024225.5	Clps	611
ENSMUSG00000099152.1	Mir6969	61
ENSMUSG00000062252.9	Lhfpl5	1619
ENSMUSG00000004865.16	Srpk1	4956
ENSMUSG00000036196.16	Slc26a8	3670
ENSMUSG00000053436.15	Mapk14	3592
ENSMUSG00000117145.1	Gm4356	618
ENSMUSG00000004864.13	Mapk13	2937
ENSMUSG00000117255.1	Gm49864	2130
ENSMUSG00000063952.16	Brpf3	7169
ENSMUSG00000117301.1	Gm35883	615
ENSMUSG00000087615.2	Pnpla1os	3946
ENSMUSG00000043286.12	Pnpla1	4484
ENSMUSG00000048905.5	4930539E08Rik	4597
ENSMUSG00000085333.1	1700030A11Rik	888
ENSMUSG00000087693.1	Gm16191	520
ENSMUSG00000045378.5	Pxt1	1034
ENSMUSG00000117116.1	Gm49868	625
ENSMUSG00000117080.1	1700063J08Rik	554
ENSMUSG00000005936.19	Kctd20	4196
ENSMUSG00000024006.17	Stk38	3354
ENSMUSG00000084632.1	Gm23887	172
ENSMUSG00000086154.2	Gm16196	1708
ENSMUSG00000087308.1	Gm16195	442
ENSMUSG00000071172.13	Srsf3	4010
ENSMUSG00000117007.1	Gm41556	1398
ENSMUSG00000085912.2	Trp53cor1	3218
ENSMUSG00000098994.1	Gm27599	174
ENSMUSG00000023067.14	Cdkn1a	2080
